Host Name,Planet Letter,Planet Name,Discovery Method,Year of Discovery,Orbital Period (days),Planet Mass (Earth Mass),Planet Radius (Earth Radii),Planet Density (g/cm^3),Equilibrium Temperature (K),Insolation Flux (Earth Flux)
LTT 3780,b,LTT 3780 b,Transit,2020,0.768448,2.62,1.332,6.1,892,106
LTT 3780,c,LTT 3780 c,Transit,2020,12.2519,8.6,2.3,3.9,353,2.63
LkCa 15,b,LkCa 15 b,Imaging,2015,,,,,,
LkCa 15,c,LkCa 15 c,Imaging,2015,,,,,,
Lupus-TR-3,b,Lupus-TR-3 b,Transit,2007,3.91405,257.431,9.976,1.4,,
MASCARA-1,b,MASCARA-1 b,Transit,2017,2.14878,1175.971,16.814,1.5,2570,
MASCARA-4,b,MASCARA-4 b,Transit,2020,2.82406,985.273,17.15,1.07,2100,
MOA-2007-BLG-192L,b,MOA-2007-BLG-192L b,Microlensing,2008,,3.3,1.63,4.19,,
MOA-2007-BLG-400L,b,MOA-2007-BLG-400L b,Microlensing,2008,,263.79,13.9,0.54,103,
MOA-2008-BLG-310L,b,MOA-2008-BLG-310L b,Microlensing,2009,,23.4,5.18,0.925,,
MOA-2008-BLG-379L,b,MOA-2008-BLG-379L b,Microlensing,2013,,1303.103,13,3.26,,
MOA-2009-BLG-266L,b,MOA-2009-BLG-266L b,Microlensing,2011,2774,10.4,3.21,1.73,,
MOA-2009-BLG-319L,b,MOA-2009-BLG-319L b,Microlensing,2010,,50,8.09,0.519,,
MOA-2009-BLG-387L,b,MOA-2009-BLG-387L b,Microlensing,2010,1982,826.358,13.2,1.97,,
MOA-2010-BLG-073L,b,MOA-2010-BLG-073L b,Microlensing,2012,,3496,12.4,10.1,,
MOA-2010-BLG-117L,b,MOA-2010-BLG-117L b,Microlensing,2018,,171.6282,14.2,0.329,,
MOA-2010-BLG-328L,b,MOA-2010-BLG-328L b,Microlensing,2013,,9.2,2.99,1.89,,
MOA-2010-BLG-353L,b,MOA-2010-BLG-353L b,Microlensing,2015,,85.8141,11.1,0.345,,
MOA-2010-BLG-477L,b,MOA-2010-BLG-477L b,Microlensing,2012,,476.7,13.6,1.04,,
MOA-2011-BLG-028L,b,MOA-2011-BLG-028L b,Microlensing,2016,,30,5.99,0.767,,
MOA-2011-BLG-262L,b,MOA-2011-BLG-262L b,Microlensing,2014,,17,4.29,1.18,,
MOA-2011-BLG-291L,b,MOA-2011-BLG-291L b,Microlensing,2018,,18,4.43,1.14,,
MOA-2011-BLG-293L,b,MOA-2011-BLG-293L b,Microlensing,2012,547.5,1525.5,12.9,3.9,,
MOA-2011-BLG-322L,b,MOA-2011-BLG-322L b,Microlensing,2013,,3686.7,12.4,10.6,,
MOA-2012-BLG-006L,b,MOA-2012-BLG-006L b,Microlensing,2017,,2669.772,12.6,7.33,,
MOA-2012-BLG-505L,b,MOA-2012-BLG-505L b,Microlensing,2017,,6.7,2.48,2.41,,
MOA-2013-BLG-605L,b,MOA-2013-BLG-605L b,Microlensing,2016,,3.2,1.6,4.29,,
MOA-2015-BLG-337L,b,MOA-2015-BLG-337L b,Microlensing,2018,,33.7,6.42,0.7,,
MOA-2016-BLG-227L,b,MOA-2016-BLG-227L b,Microlensing,2017,,889.924,13.2,2.13,,
MOA-2016-BLG-319L,b,MOA-2016-BLG-319L b,Microlensing,2018,,197.0546,14.1,0.386,,
MOA-bin-1L,b,MOA-bin-1L b,Microlensing,2012,,1175.9,13,2.94,,
MOA-bin-29,b,MOA-bin-29 b,Microlensing,2019,,190.698,14.1,0.374,,
MXB 1658-298,b,MXB 1658-298 b,Eclipse Timing Variations,2017,760,7532.571,12,24,,
NGC 2682 Sand 364,b,NGC 2682 Sand 364 b,Radial Velocity,2014,121.71,2126.2827,12.7,5.7,,
NGC 2682 Sand 978,b,NGC 2682 Sand 978 b,Radial Velocity,2017,511.21,692.8694,13.3,1.62,,
NGC 2682 YBP 1194,b,NGC 2682 YBP 1194 b,Radial Velocity,2014,6.959,101.7056,12.3,0.3,,
NGC 2682 YBP 1514,b,NGC 2682 YBP 1514 b,Radial Velocity,2014,5.118,127.132,14,0.255,,
NGC 2682 YBP 401,b,NGC 2682 YBP 401 b,Radial Velocity,2016,4.087,146.2018,14.3,0.275,,
NGTS-1,b,NGTS-1 b,Transit,2017,2.647298,258.07796,14.908,0.42,790,65.3
NGTS-10,b,NGTS-10 b,Transit,2020,0.7668944,687.14846,13.507,1.43,1332,
NGTS-11,b,NGTS-11 b,Transit,2020,35.45533,109.33352,9.158,0.78,435,
NGTS-2,b,NGTS-2 b,Transit,2018,4.511164,235.1942,17.878,0.226,1468,
NGTS-3 A,b,NGTS-3 A b,Transit,2018,1.6753728,756.4354,16.589,0.31,,
NGTS-4,b,NGTS-4 b,Transit,2019,1.3373508,20.6,3.18,3.45,1650,
NGTS-5,b,NGTS-5 b,Transit,2019,3.3569866,72.78307,12.733,0.194,952,
NGTS-6,b,NGTS-6 b,Transit,2019,0.882059,425.57437,14.863,0.711,1284,
NGTS-8,b,NGTS-8 b,Transit,2019,2.4997,295.5819,12.218,0.89,1345,503
NGTS-9,b,NGTS-9 b,Transit,2019,4.43527,921.707,11.994,2.93,1448,729
NN Ser,c,NN Ser c,Eclipse Timing Variations,2010,5573.55,2329.6,12.6,6.4,,
NN Ser,d,NN Ser d,Eclipse Timing Variations,2010,2883.5,731,13.3,1.71,,
NSVS 14256825,b,NSVS 14256825 b,Eclipse Timing Variations,2019,3225,4497.2945,12.3,13.3,,
NY Vir,b,NY Vir b,Eclipse Timing Variations,2011,3160,730.978,13.3,1.71,,
NY Vir,c,NY Vir c,Eclipse Timing Variations,2019,8799,1760.7782,12.8,4.61,,
OGLE-2003-BLG-235L,b,OGLE-2003-BLG-235L b,Microlensing,2004,,826.358,13.2,1.97,,
OGLE-2005-BLG-071L,b,OGLE-2005-BLG-071L b,Microlensing,2005,,1207.7,13,3.02,55,
OGLE-2005-BLG-169L,b,OGLE-2005-BLG-169L b,Microlensing,2006,,14.1,3.84,1.37,,
OGLE-2005-BLG-390L,b,OGLE-2005-BLG-390L b,Microlensing,2005,3285,5.5,2.21,2.8,50,
OGLE-2006-BLG-109L,b,OGLE-2006-BLG-109L b,Microlensing,2008,1788.5,231,14,0.463,82,
OGLE-2006-BLG-109L,c,OGLE-2006-BLG-109L c,Microlensing,2008,4927.5,86,11.1,0.346,59,
OGLE-2007-BLG-349L A,c,OGLE-2007-BLG-349L AB c,Microlensing,2016,2557,80,10.7,0.359,,
OGLE-2007-BLG-368L,b,OGLE-2007-BLG-368L b,Microlensing,2009,,20,4.72,1.05,,
OGLE-2008-BLG-092L,b,OGLE-2008-BLG-092L b,Microlensing,2014,,56.6,8.71,0.471,,
OGLE-2008-BLG-355L,b,OGLE-2008-BLG-355L b,Microlensing,2014,,1462,12.9,3.74,,
OGLE-2011-BLG-0173L,b,OGLE-2011-BLG-0173L b,Microlensing,2018,,60.3877,9.05,0.448,,
OGLE-2011-BLG-0251L,b,OGLE-2011-BLG-0251L b,Microlensing,2012,,168.44,14.2,0.323,,
OGLE-2011-BLG-0265L,b,OGLE-2011-BLG-0265L b,Microlensing,2015,,279.68,13.9,0.572,,
OGLE-2012-BLG-0026L,b,OGLE-2012-BLG-0026L b,Microlensing,2012,,46.08535,7.72,0.55,,
OGLE-2012-BLG-0026L,c,OGLE-2012-BLG-0026L c,Microlensing,2012,,273.3338,13.9,0.559,,
OGLE-2012-BLG-0358L,b,OGLE-2012-BLG-0358L b,Microlensing,2013,,587.96,13.4,1.34,,
OGLE-2012-BLG-0406L,b,OGLE-2012-BLG-0406L b,Microlensing,2013,,867.64,13.2,2.07,,
OGLE-2012-BLG-0563L,b,OGLE-2012-BLG-0563L b,Microlensing,2015,,123,13.8,0.257,,
OGLE-2012-BLG-0724L,b,OGLE-2012-BLG-0724L b,Microlensing,2016,,149.3801,14.3,0.281,,
OGLE-2012-BLG-0838L,b,OGLE-2012-BLG-0838L b,Microlensing,2020,,53.07761,8.38,0.496,,
OGLE-2012-BLG-0950L,b,OGLE-2012-BLG-0950L b,Microlensing,2016,,35,6.56,0.681,,
OGLE-2013-BLG-0102L,b,OGLE-2013-BLG-0102L b,Microlensing,2014,,3994.486,12.3,11.8,,
OGLE-2013-BLG-0132L,b,OGLE-2013-BLG-0132L b,Microlensing,2017,,92.1707,11.6,0.324,,
OGLE-2013-BLG-0341L B,b,OGLE-2013-BLG-0341L B b,Microlensing,2014,,1.66,1.16,5.84,,
OGLE-2013-BLG-0911L,b,OGLE-2013-BLG-0911L b,Microlensing,2019,,3022.5633,12.5,8.5,,
OGLE-2013-BLG-1721L,b,OGLE-2013-BLG-1721L b,Microlensing,2017,,203.4112,14.1,0.399,,
OGLE-2013-BLG-1761L,b,OGLE-2013-BLG-1761L b,Microlensing,2018,,858.141,13.2,2.05,,
OGLE-2014-BLG-0124L,b,OGLE-2014-BLG-0124L b,Microlensing,2015,,162.09,14.2,0.311,,
OGLE-2014-BLG-0676L,b,OGLE-2014-BLG-0676L b,Microlensing,2016,,982.0947,13.1,2.4,,
OGLE-2014-BLG-1722L,b,OGLE-2014-BLG-1722L b,Microlensing,2018,,55.3,8.59,0.479,,
OGLE-2014-BLG-1722L,c,OGLE-2014-BLG-1722L c,Microlensing,2018,,83.7,11,0.346,,
OGLE-2014-BLG-1760L,b,OGLE-2014-BLG-1760L b,Microlensing,2016,,177.9848,14.2,0.342,,
OGLE-2015-BLG-0051L,b,OGLE-2015-BLG-0051L b,Microlensing,2016,,228.8376,14,0.458,,
OGLE-2015-BLG-0954L,b,OGLE-2015-BLG-0954L b,Microlensing,2016,,1080.622,13.1,2.64,,
OGLE-2015-BLG-0966L,b,OGLE-2015-BLG-0966L b,Microlensing,2016,,21,4.86,1.01,,
OGLE-2015-BLG-1649L,b,OGLE-2015-BLG-1649L b,Microlensing,2019,,807.2882,13.2,1.93,,
OGLE-2015-BLG-1670L,b,OGLE-2015-BLG-1670L b,Microlensing,2019,,17.9,4.42,1.14,,
OGLE-2015-BLG-1771L,b,OGLE-2015-BLG-1771L b,Microlensing,2020,,137.62039,14.3,0.259,,
OGLE-2016-BLG-0263L,b,OGLE-2016-BLG-0263L b,Microlensing,2017,,1303.103,13,3.26,,
OGLE-2016-BLG-0613L AB,b,OGLE-2016-BLG-0613L AB b,Microlensing,2017,,1328.5294,13,3.32,,
OGLE-2016-BLG-1067L,b,OGLE-2016-BLG-1067L b,Microlensing,2019,,136.6669,14.3,0.257,,
OGLE-2016-BLG-1190L,b,OGLE-2016-BLG-1190L b,Microlensing,2017,1224,4252.5654,12.3,12.6,,
OGLE-2016-BLG-1195L,b,OGLE-2016-BLG-1195L b,Microlensing,2017,,1.43,1.11,5.75,,
OGLE-2016-BLG-1227L,b,OGLE-2016-BLG-1227L b,Microlensing,2020,,251.0857,13.9,0.514,,
OGLE-2017-BLG-0173L,b,OGLE-2017-BLG-0173L b,Microlensing,2018,,3.269,1.62,4.23,,
OGLE-2017-BLG-0373L,b,OGLE-2017-BLG-0373L b,Microlensing,2018,,127.44983,14,0.255,,
OGLE-2017-BLG-0406L,b,OGLE-2017-BLG-0406L b,Microlensing,2020,,130.3103,14.2,0.25,,
OGLE-2017-BLG-0482L,b,OGLE-2017-BLG-0482L b,Microlensing,2018,,9,2.95,1.93,,
OGLE-2017-BLG-1140L,b,OGLE-2017-BLG-1140L b,Microlensing,2018,,505.3497,13.5,1.13,,
OGLE-2017-BLG-1434L,b,OGLE-2017-BLG-1434L b,Microlensing,2018,,4.44962,1.95,3.3,,
OGLE-2017-BLG-1522L,b,OGLE-2017-BLG-1522L b,Microlensing,2018,,238.3725,14,0.477,,
OGLE-2018-BLG-0596L,b,OGLE-2018-BLG-0596L b,Microlensing,2019,,13.93,3.81,1.38,,
OGLE-2018-BLG-0677L,b,OGLE-2018-BLG-0677L b,Microlensing,2020,,3.96,1.82,3.61,,
OGLE-2018-BLG-0740L,b,OGLE-2018-BLG-0740L b,Microlensing,2019,5480,1525.584,12.9,3.91,,
OGLE-2018-BLG-1011L,b,OGLE-2018-BLG-1011L b,Microlensing,2019,,572.094,13.4,1.31,,
OGLE-2018-BLG-1011L,c,OGLE-2018-BLG-1011L c,Microlensing,2019,,889.924,13.2,2.13,,
OGLE-2018-BLG-1700L,b,OGLE-2018-BLG-1700L b,Microlensing,2020,,1398.452,12.9,3.58,,
OGLE-TR-10,b,OGLE-TR-10 b,Transit,2004,3.101278,197.046,14.011,0.4,1702,
OGLE-TR-111,b,OGLE-TR-111 b,Transit,2004,4.0144463,174.8065,11.422,0.65,1019,
OGLE-TR-113,b,OGLE-TR-113 b,Transit,2004,1.4324752,400.449,12.251,1.2,1342,
OGLE-TR-132,b,OGLE-TR-132 b,Transit,2004,1.689868,375.02,13.45,0.85,2013,
OGLE-TR-182,b,OGLE-TR-182 b,Transit,2007,3.9791,320.995,12.666,0.41,1550,
OGLE-TR-211,b,OGLE-TR-211 b,Transit,2007,3.67724,327.351,15.244,0.42,1686,
OGLE-TR-56,b,OGLE-TR-56 b,Transit,2002,1.2119189,441.77,15.278,0.68,2212,
OGLE2-TR-L9,b,OGLE2-TR-L9 b,Transit,2008,2.4855335,1430.175,18.046,1.25,2034,
Oph 11,b,Oph 11 b,Imaging,2006,7300000,4449.62,12.3,13.1,2175,
PDS 70,b,PDS 70 b,Imaging,2018,43500,953.49,30.488,0.185,1204,
PDS 70,c,PDS 70 c,Imaging,2019,,635.66,22.866,0.292,995,
PH1,b,PH1 b,Transit,2012,138.317,169,6.18,,481,
PH2,b,PH2 b,Transit,2013,282.5255,25426.4,10.12,,281,1.213
POTS-1,b,POTS-1 b,Transit,2013,3.1606296,734.16,10.548,3.44,,
PSR B0329+54,b,PSR B0329+54 b,Pulsar Timing,2017,10140,1.97,1.22,5.96,,
PSR B1257+12,b,PSR B1257+12 b,Pulsar Timing,1994,25.262,0.02,0.338,2.85,,
PSR B1257+12,c,PSR B1257+12 c,Pulsar Timing,1992,66.5419,4.3,1.91,3.39,,
PSR B1257+12,d,PSR B1257+12 d,Pulsar Timing,1992,98.2114,3.9,1.8,3.67,,
PSR B1620-26,b,PSR B1620-26 b,Pulsar Timing,2003,,794.575,13.3,1.86,,
PSR J1719-1438,b,PSR J1719-1438 b,Pulsar Timing,2011,0.09070629,382.8,,23,,
PSR J2322-2650,b,PSR J2322-2650 b,Pulsar Timing,2017,0.322964,252.64307,13.9,1.84,,
Pr0201,b,Pr0201 b,Radial Velocity,2012,4.4264,171.6282,14.2,0.329,,
Pr0211,b,Pr0211 b,Radial Velocity,2012,2.1461,597.5204,13.4,1.36,,
Pr0211,c,Pr0211 c,Radial Velocity,2016,4850,2475.8957,12.6,6.8,,
Proxima Cen,b,Proxima Cen b,Radial Velocity,2016,11.186,1.27,1.08,5.54,234,0.65
Qatar-1,b,Qatar-1 b,Transit,2010,1.4200242,411.27202,12.812,1.076,1418,
Qatar-10,b,Qatar-10 b,Transit,2019,1.645321,233.92288,17.295,0.248,1955,
Qatar-2,b,Qatar-2 b,Transit,2011,1.33711647,792.635,14.056,1.573,1344,
Qatar-3,b,Qatar-3 b,Transit,2017,2.5079204,1369.8473,12.285,4,1681,1330
Qatar-4,b,Qatar-4 b,Transit,2017,1.8053564,1938.763,12.722,5.1,1385,614
Qatar-5,b,Qatar-5 b,Transit,2017,2.8792319,1373.0256,12.408,3.95,1415,669
Qatar-6,b,Qatar-6 b,Transit,2017,3.506195,212.31044,11.904,0.692,1006,
Qatar-7,b,Qatar-7 b,Transit,2019,2.032046,597.5204,19.055,0.502,2053,
Qatar-8,b,Qatar-8 b,Transit,2019,3.71495,117.91493,14.404,0.216,1457,
Qatar-9,b,Qatar-9 b,Transit,2019,1.540731,378.2177,11.31,1.43,1134,
ROXs 12,b,ROXs 12 b,Imaging,2013,,5085,12.2,15.4,,
ROXs 42 B,b,ROXs 42 B b,Imaging,2013,,2860,12.5,8.05,1975,
RR Cae,b,RR Cae b,Eclipse Timing Variations,2012,4343.5,1334.886,13,3.34,,
Ross 128,b,Ross 128 b,Radial Velocity,2017,9.8658,1.4,1.11,5.63,301,1.38
Ross 458,c,Ross 458 c,Imaging,2010,,1997.59,13.675,4.29,,
SR 12 AB,c,SR 12 AB c,Imaging,2010,,4131.62,12.3,12.2,,
SWEEPS-11,b,SWEEPS-11 b,Transit,2006,1.796,3082.82,12.666,8.34,,
SWEEPS-4,b,SWEEPS-4 b,Transit,2006,4.2,1207.7,9.079,8.87,,
TAP 26,b,TAP 26 b,Radial Velocity,2017,10.79,527.5978,13.5,1.18,,
TCP J05074264+2447555,b,TCP J05074264+2447555 b,Microlensing,2018,,9.2,2.99,1.89,,
TOI-1130,b,TOI-1130 b,Transit,2020,4.066499,12.9,3.65,1.46,810,
TOI-1130,c,TOI-1130 c,Transit,2020,8.350381,309.56642,16.814,0.38,637,
TOI-1235,b,TOI-1235 b,Transit,2020,3.444729,6.91,1.738,7.4,754,53.6
TOI-125,b,TOI-125 b,Transit,2019,4.65382,9.5,2.726,2.57,1037,185
TOI-125,c,TOI-125 c,Transit,2019,9.15059,6.63,2.759,1.73,828,77.59
TOI-125,d,TOI-125 d,Transit,2020,19.98,13.6,2.93,2.98,638,26.7
TOI-132,b,TOI-132 b,Transit,2020,2.1097019,22.4,3.42,3.08,1395,860
TOI-1338,b,TOI-1338 b,Transit,2020,95.174,33,6.85,0.56,,
TOI-150,b,TOI-150.01,Transit,2019,5.857487,797.7533,14.067,1.68,1405,
TOI-157,b,TOI-157 b,Transit,2020,2.0845435,375.0394,14.415,0.686,1588,1062
TOI-163,b,TOI-163 b,Transit,2019,4.231306,387.7526,16.69,0.49,1669,
TOI-169,b,TOI-169 b,Transit,2020,2.2554477,251.40353,12.173,0.76,1715,1443
TOI-172,b,TOI-172 b,Transit,2019,9.47725,1722.6386,10.817,7.53,1198,299
TOI-1728,b,TOI-1728 b,Transit,2020,3.49151,26.78,5.05,1.14,767,57.78
TOI-1899,b,TOI-1899 b,Transit,2020,29.02,209.7678,15.356,0.32,362,2.9
TOI-216,c,TOI-216.01,Transit,2019,34.556,200,11.29,0.76,497,10.1
TOI-216,b,TOI-216.02,Transit,2019,17.089,30,7.69,0.34,628,25.9
TOI-270,b,TOI-270 b,Transit,2019,3.36008,2.09,1.247,5.92,528,
TOI-270,c,TOI-270 c,Transit,2019,5.660172,6.44,2.42,2.5,424,
TOI-270,d,TOI-270 d,Transit,2019,11.38014,5.18,2.13,2.95,340,
TOI-677,b,TOI-677 b,Transit,2020,11.2366,392.83788,13.115,0.957,1252,
TOI-700,b,TOI-700 b,Transit,2020,9.97702,1.11,1.037,5.47,417,5
TOI-700,c,TOI-700 c,Transit,2020,16.05111,7.51,2.65,2.22,356,2.66
TOI-700,d,TOI-700 d,Transit,2020,37.42475,1.57,1.144,5.76,269,0.852
TOI-813,b,TOI-813 b,Transit,2020,83.8911,36.4,6.71,0.662,610,23.1
TOI-849,b,TOI-849 b,Transit,2020,0.76552414,39.09,3.444,5.2,,
TRAPPIST-1,b,TRAPPIST-1 b,Transit,2016,1.51087081,0.85,1.086,3.6,400,4.25
TRAPPIST-1,c,TRAPPIST-1 c,Transit,2016,2.4218233,1.38,1.056,6.45,342,2.27
TRAPPIST-1,d,TRAPPIST-1 d,Transit,2016,4.04961,0.41,0.772,4.9,288,1.143
TRAPPIST-1,e,TRAPPIST-1 e,Transit,2017,6.099615,0.62,0.918,4.4,251,0.662
TRAPPIST-1,f,TRAPPIST-1 f,Transit,2017,9.20669,0.68,1.045,3.3,219,0.382
TRAPPIST-1,g,TRAPPIST-1 g,Transit,2017,12.35294,1.34,1.127,5.2,199,0.258
TRAPPIST-1,h,TRAPPIST-1 h,Transit,2017,18.767,0.331,0.752,0.954,173,0.165
TYC 1422-614-1,b,TYC 1422-614-1 b,Radial Velocity,2014,198.4,794.5,13.3,1.86,,
TYC 1422-614-1,c,TYC 1422-614-1 c,Radial Velocity,2014,559.3,3178,12.5,8.94,,
TYC 3318-01333-1,b,TYC 3318-01333-1 b,Radial Velocity,2018,562,1086.9786,13.1,2.66,,
TYC 3667-1280-1,b,TYC 3667-1280-1 b,Radial Velocity,2016,26.468,1716.282,12.8,4.5,1350,
TYC 4282-00605-1,b,TYC 4282-00605-1 b,Radial Velocity,2017,101.54,3426.2074,12.4,9.87,,
TYC 8998-760-1,b,TYC 8998-760-1 b,Imaging,2020,,4449.62,12.3,13.1,,
TYC 8998-760-1,c,TYC 8998-760-1 c,Imaging,2020,,1906.98,12.33,5.59,1240,
Teegarden's Star,b,Teegarden's Star b,Radial Velocity,2019,4.91,1.05,1.02,5.44,,1.15
Teegarden's Star,c,Teegarden's Star c,Radial Velocity,2019,11.409,1.11,1.04,5.42,,0.37
TrES-1,b,TrES-1 b,Transit,2004,3.03007,266.9772,12.666,0.712,1140,
TrES-2,b,TrES-2 b,Transit,2006,2.47063,473.5667,15.244,0.884,1466,903.864
TrES-3,b,TrES-3 b,Transit,2007,1.30618581,607.03,14.975,0.994,1638,
TrES-4,b,TrES-4 b,Transit,2007,3.55395,247.9074,18.046,0.099,1778,
TrES-5,b,TrES-5 b,Transit,2011,1.48224686,568.9157,13.384,1.31,1480,
UKIRT-2017-BLG-001L,b,UKIRT-2017-BLG-001L b,Microlensing,2018,,406.8224,13.7,0.869,,
USco CTIO 108,b,USco CTIO 108 b,Imaging,2008,,4449.62,12.3,13.1,,
USco1556 A,b,USco1556 b,Imaging,2019,,4767.45,12.3,14.1,2240,
USco1621 A,b,USco1621 b,Imaging,2019,,5085.28,12.2,15.4,2270,
UZ For,b,UZ For b,Eclipse Timing Variations,2011,5840,2002.2,,,,
UZ For,c,UZ For c,Eclipse Timing Variations,2011,1916.25,2447.2,,,,
V0391 Peg,b,V0391 Peg b,Pulsation Timing Variations,2007,1170,1017.056,13.1,2.49,,
V1298 Tau,b,V1298 Tau b,Transit,2019,24.1396,74.9,10.27,0.38,677,35
V1298 Tau,c,V1298 Tau c,Transit,2019,8.24958,26.7,5.59,0.84,968,146
V1298 Tau,d,V1298 Tau d,Transit,2019,12.4032,33.6,6.41,0.701,845,85
V1298 Tau,e,V1298 Tau e,Transit,2019,60,57,8.74,0.469,492,10
V830 Tau,b,V830 Tau b,Radial Velocity,2016,4.927,222.481,14,0.446,,
VHS J125601.92-125723.9,b,VHS J125601.92-125723.9 b,Imaging,2015,,3559.696,12.4,10.3,,
WASP-1,b,WASP-1 b,Transit,2007,2.5199454,271.415,16.623,0.348,1812,
WASP-10,b,WASP-10 b,Transit,2008,3.0927616,1001.12,12.106,4.14,1370,
WASP-100,b,WASP-100 b,Transit,2014,2.84938,400.4658,14.908,0.53,2190,
WASP-101,b,WASP-101 b,Transit,2014,3.58572,162.0933,16.029,0.24,1560,
WASP-103,b,WASP-103 b,Transit,2014,0.925542,473.547,17.127,0.55,2508,
WASP-104,b,WASP-104 b,Transit,2014,1.7554137,404.263,12.745,1.074,1516,
WASP-105,b,WASP-105 b,Transit,2017,7.87288,572.094,10.761,2.65,900,
WASP-106,b,WASP-106 b,Transit,2014,9.28971,514.8846,11.433,1.86,1140,
WASP-107,b,WASP-107 b,Transit,2017,5.72149,38.1396,10.536,0.19,770,
WASP-11,b,WASP-11 b,Transit,2008,3.72247,251.0857,12.442,0.632,992,
WASP-113,b,WASP-113 b,Transit,2016,4.54216875,150.96925,15.793,0.228,1496,
WASP-114,b,WASP-114 b,Transit,2016,1.5487743,562.24127,15.009,0.97,2043,
WASP-117,b,WASP-117 b,Transit,2014,10.02165,95.349,11.882,0.3445,1001,
WASP-118,b,WASP-118 b,Transit,2016,4.0460435,163.36462,16.141,0.233,1729,
WASP-119,b,WASP-119 b,Transit,2016,2.49979,390.9309,15.693,0.7,1600,
WASP-12,b,WASP-12 b,Transit,2008,1.09142,465.62095,21.712,0.267,2593,
WASP-120,b,WASP-120 b,Transit,2016,3.6112706,1541.4755,16.511,2,1880,
WASP-121,b,WASP-121 b,Transit,2016,1.2749255,375.99289,20.905,0.243,2358,
WASP-123,b,WASP-123 b,Transit,2016,2.9776412,285.72917,14.773,0.521,1520,
WASP-124,b,WASP-124 b,Transit,2016,3.37265,190.698,13.899,0.43,1400,
WASP-126,b,WASP-126 b,Transit,2016,3.28883,90.3,10.761,0.41,1480,
WASP-126,c,WASP-126 c,Transit Timing Variations,2019,7.63,64.2,9.38,0.427,,
WASP-127,b,WASP-127 b,Transit,2016,4.178062,57.2094,15.356,0.09,1400,
WASP-129,b,WASP-129 b,Transit,2016,5.748145,317.83,10.424,1.6,1100,
WASP-13,b,WASP-13 b,Transit,2009,4.35301,114.4188,13.675,0.222,1531,
WASP-130,b,WASP-130 b,Transit,2016,11.55098,390.9309,9.976,2.34,833,
WASP-131,b,WASP-131 b,Transit,2016,5.322023,85.8141,13.675,0.2,1460,
WASP-132,b,WASP-132 b,Transit,2016,7.133521,130.3103,9.752,0.84,763,
WASP-133,b,WASP-133 b,Transit,2016,2.176423,368.6828,13.563,0.88,1790,
WASP-135,b,WASP-135 b,Transit,2015,1.4013794,603.877,14.572,1.16,,
WASP-136,b,WASP-136 b,Transit,2016,5.215357,479.9233,15.468,0.773,1742,
WASP-138,b,WASP-138 b,Transit,2016,3.634433,387.7526,12.218,1.2,1590,
WASP-139,b,WASP-139 b,Transit,2016,5.924262,37.18611,8.967,0.31,910,
WASP-14,b,WASP-14 b,Transit,2008,2.24375,2809.6172,15.468,2.25,1872,
WASP-140,b,WASP-140 b,Transit,2016,2.2359835,775.5052,16.141,1.1,1320,
WASP-141,b,WASP-141 b,Transit,2016,3.310651,854.9627,13.563,1.98,1540,
WASP-142,b,WASP-142 b,Transit,2016,2.052868,266.9772,17.15,0.31,2000,
WASP-144,b,WASP-144 b,Transit,2018,2.2783152,139.8452,9.528,0.95,1260,
WASP-145 A,b,WASP-145 A b,Transit,2018,1.7690381,282.8687,10.088,1.6,1200,
WASP-147,b,WASP-147 b,Transit,2018,4.60273,87.40325,12.498,0.263,1404,
WASP-148,b,WASP-148 b,Transit,2020,8.80381,92.48853,8.093,0.96,940,
WASP-148,c,WASP-148 c,Radial Velocity,2020,34.516,127.132,14,0.255,590,
WASP-15,b,WASP-15 b,Transit,2009,3.7521,171.6282,15.805,0.263,1676,
WASP-150,b,WASP-150 b,Transit,2020,5.644207,2688.8418,11.994,8.54,1460,
WASP-151,b,WASP-151 b,Transit,2017,4.533471,98.5273,12.666,0.29,1290,460
WASP-153,b,WASP-153 b,Transit,2017,3.332609,123.9537,17.374,0.15,1700,1400
WASP-156,b,WASP-156 b,Transit,2017,3.836169,40.68224,5.717,1.3,970,150
WASP-157,b,WASP-157 b,Transit,2016,3.951623,182.43442,11.19,0.64,1193,
WASP-158,b,WASP-158 b,Transit,2018,3.656333,886.7457,11.994,3.1,1590,
WASP-159,b,WASP-159 b,Transit,2018,3.840401,174.8065,15.468,0.28,1850,
WASP-16,b,WASP-16 b,Transit,2009,3.1186,394.1092,13.675,0.572,1389,
WASP-160 B,b,WASP-160 B b,Transit,2018,3.7684952,88.35674,12.218,0.284,1119,
WASP-161,b,WASP-161 b,Transit,2018,5.4060425,791.3967,12.812,2.2,1557,990
WASP-162,b,WASP-162 b,Transit,2018,9.62468,1652.716,11.209,6.9,910,
WASP-163,b,WASP-163 b,Transit,2018,1.6096884,594.3421,13.473,1.42,1638,1200
WASP-164,b,WASP-164 b,Transit,2018,1.7771255,676.9779,12.644,1.96,1610,
WASP-165,b,WASP-165 b,Transit,2018,3.465509,209.13214,14.123,0.44,1624,
WASP-166,b,WASP-166 b,Transit,2019,5.44354,32.10083,7.062,0.54,1270,440
WASP-167,b,WASP-167 b,Transit,2017,2.0219596,2542.64,17.71,,2329,
WASP-168,b,WASP-168 b,Transit,2018,4.153658,133.4886,16.814,0.16,1340,
